word,pos,scores
hard,adjective,-1
hard-hitting,adjective,-1
hard-nosed,adjective,-1
hard-pressed,adjective,-1
haunting,adjective,-1
heavy,adjective,-1
hesitant,adjective,-1
ho-hum,adjective,-1
homeless,adjective,-1
hyperactive,adjective,-1
idealistic,adjective,-1
idle,adjective,-1
imperfect,adjective,-1
impossible,adjective,-1
imprecise,adjective,-1
inappropriate-for-children,adjective,-1
inattentive,adjective,-1
incapable,adjective,-1
inconsistent,adjective,-1
inevitable,adjective,-1
inexperienced,adjective,-1
inexplicable,adjective,-1
inexpressible,adjective,-1
inopportune,adjective,-1
insignificant,adjective,-1
insufficient,adjective,-1
intermittent,adjective,-1
intoxicated,adjective,-1
irregular,adjective,-1
irrelevant,adjective,-1
irreverent,adjective,-1
jittery,adjective,-1
late,adjective,-1
late-night,adjective,-1
lean,adjective,-1
lengthy,adjective,-1
lesser-known,adjective,-1
little,adjective,-1
lofty,adjective,-1
lone,adjective,-1
loose,adjective,-1
low-budget,adjective,-1
low-end,adjective,-1
low-flying,adjective,-1
low-rent,adjective,-1
marginal,adjective,-1
mass-market,adjective,-1
mass-marketed,adjective,-1
materialistic,adjective,-1
melancholic,adjective,-1
middling-to-weak,adjective,-1
mid-line,adjective,-1
mid-range,adjective,-1
mind-boggling,adjective,-1
mini-conflict,adjective,-1
minimal,adjective,-1
minimum,adjective,-1
monolithic,adjective,-1
moody,adjective,-1
moot,adjective,-1
mushy,adjective,-1
narrow,adjective,-1
nasal,adjective,-1
naughty,adjective,-1
neat-freak,adjective,-1
needless,adjective,-1
negative,adjective,-1
nerd-like,adjective,-1
nervous,adjective,-1
nonchalant,adjective,-1
non-descript,adjective,-1
non-gourmet,adjective,-1
obtrusive,adjective,-1
odd,adjective,-1
off-cambered,adjective,-1
off-center,adjective,-1
offhand,adjective,-1
off-topic,adjective,-1
old,adjective,-1
old-fashioned,adjective,-1
old-hat,adjective,-1
old-school,adjective,-1
old-soul,adjective,-1
ostentatious,adjective,-1
out-of-it,adjective,-1
outrageous,adjective,-1
outspoken,adjective,-1
over-boosted,adjective,-1
over-developed,adjective,-1
overdrive,adjective,-1
overwhelming,adjective,-1
over-whelming,adjective,-1
pale,adjective,-1
paper-thin,adjective,-1
papery,adjective,-1
piano-heavy,adjective,-1
plain,adjective,-1
plasticky,adjective,-1
political,adjective,-1
portly,adjective,-1
power-mad,adjective,-1
preachy,adjective,-1
pre-owned,adjective,-1
prevalent,adjective,-1
pricey,adjective,-1
prim,adjective,-1
prolonged,adjective,-1
prone,adjective,-1
proprietary,adjective,-1
protective,adjective,-1
puzzling,adjective,-1
queer,adjective,-1
questionable,adjective,-1
radical,adjective,-1
rambling,adjective,-1
rampant,adjective,-1
raspy,adjective,-1
raw,adjective,-1
red-blooded,adjective,-1
redundant,adjective,-1
reliant,adjective,-1
religious,adjective,-1
reluctant,adjective,-1
remorseless,adjective,-1
remote,adjective,-1
repetitious,adjective,-1
repetitive,adjective,-1
replete,adjective,-1
resource-heavy,adjective,-1
restless,adjective,-1
revealing,adjective,-1
rigid,adjective,-1
ringed,adjective,-1
ripe,adjective,-1
rival,adjective,-1
rocky,adjective,-1
rough,adjective,-1
salvageable,adjective,-1
scarce,adjective,-1
self-described,adjective,-1
sequal,adjective,-1
serious,adjective,-1
severe,adjective,-1
shifty,adjective,-1
shocking,adjective,-1
short,adjective,-1
showy,adjective,-1
shy,adjective,-1
silly,adjective,-1
simplistic,adjective,-1
slack-jawed,adjective,-1
slightly-predictable,adjective,-1
slightly-skewed,adjective,-1
slippery,adjective,-1
slow,adjective,-1
slumpy,adjective,-1
sly,adjective,-1
small,adjective,-1
smallish,adjective,-1
small-town,adjective,-1
so-called,adjective,-1
softy,adjective,-1
somber,adjective,-1
sombre,adjective,-1
so-so,adjective,-1
spacey,adjective,-1
sparse,adjective,-1
sporadic,adjective,-1
squat,adjective,-1
static,adjective,-1
steep,adjective,-1
stereotypical,adjective,-1
sticky,adjective,-1
stiff,adjective,-1
stilted,adjective,-1
stormy,adjective,-1
superficial,adjective,-1
surreal,adjective,-1
synthetic,adjective,-1
tacked-on,adjective,-1
teeny,adjective,-1
terse,adjective,-1
throw-away,adjective,-1
throw-aways,adjective,-1
tight,adjective,-1
tight-fitting,adjective,-1
timid,adjective,-1
tiny,adjective,-1
tipsy,adjective,-1
too-low,adjective,-1
too-sophisticated,adjective,-1
trance-like,adjective,-1
transparent,adjective,-1
trendy,adjective,-1
tricky,adjective,-1
trivial,adjective,-1
twisty,adjective,-1
unable,adjective,-1
unavoidable,adjective,-1
unbalanced,adjective,-1
unbidden,adjective,-1
uncertain,adjective,-1
underdeveloped,adjective,-1
underpaid,adjective,-1
uneasy,adjective,-1
unecessary,adjective,-1
uneven,adjective,-1
unexplained,adjective,-1
unfinished,adjective,-1
unheard,adjective,-1
unimportant,adjective,-1
uninterested,adjective,-1
uninvited,adjective,-1
unknown,adjective,-1
unmotivated,adjective,-1
unnatural,adjective,-1
unnecessary,adjective,-1
unpainted,adjective,-1
unpolished,adjective,-1
unready,adjective,-1
unrealistic,adjective,-1
unreasonable,adjective,-1
unredeemable,adjective,-1
unreliable,adjective,-1
un-special,adjective,-1
unspectacular,adjective,-1
unsteady,adjective,-1
unsuccessful,adjective,-1
unsure,adjective,-1
untimely,adjective,-1
uphill,adjective,-1
variable,adjective,-1
vernacular,adjective,-1
vocal,adjective,-1
wary,adjective,-1
weary,adjective,-1
weird,adjective,-1
white-faced,adjective,-1
wild,adjective,-1
wistful,adjective,-1
cheap,adjective,-1
dependent,adjective,-1
after-the-fact,adjective,-1
ambivalent,adjective,-1
ancient,adjective,-1
apparent,adjective,-1
artificial,adjective,-1
big-breasted,adjective,-1
bittersweet,adjective,-1
cafeteria-style,adjective,-1
cafeteria-type,adjective,-1
continual,adjective,-1
dark,adjective,-1
dated,adjective,-1
dionysian,adjective,-1
discontented,adjective,-1
drivable,adjective,-1
elementary,adjective,-1
extreme,adjective,-1
fantastical,adjective,-1
foreign,adjective,-1
hopped-up,adjective,-1
hypersensitive,adjective,-1
implacable,adjective,-1
indistinct,adjective,-1
inextricable,adjective,-1
intentional,adjective,-1
lanky,adjective,-1
latch-key,adjective,-1
off-point,adjective,-1
paternal,adjective,-1
pint-sized,adjective,-1
pre-packaged,adjective,-1
sky-high,adjective,-1
soporific,adjective,-1
stark,adjective,-1
throaty,adjective,-1
traditionless,adjective,-1
unclear,adjective,-1
unidentifiable,adjective,-1
unintended,adjective,-1
winded,adjective,-1
self-appointed,adjective,-1
disposable,adjective,-1
perfunctory,adjective,-1
uninvolving,adjective,-1
pervasive,adjective,-1
pseudo-intellectual,adjective,-1
flighty,adjective,-1
hapless,adjective,-1
pushy,adjective,-1
grainy,adjective,-1
incredulous,adjective,-1
talky,adjective,-1
campy,adjective,-1
flamboyant,adjective,-1
self-congratulatory,adjective,-1
unexceptional,adjective,-1
lethargic,adjective,-1
stereotyped,adjective,-1
buck-toothed,adjective,-1
nihilistic,adjective,-1
slow-moving,adjective,-1
tame,adjective,-1
petulant,adjective,-1
amoral,adjective,-1
poverty-stricken,adjective,-1
deceitful,adjective,-1
ratty,adjective,-1
slapstick,adjective,-1
knee-jerk,adjective,-1
nerdy,adjective,-1
fragmentary,adjective,-1
moralistic,adjective,-1
no-frills,adjective,-1
ragged,adjective,-1
brute,adjective,-1
uneveness,adjective,-1
excess,adjective,-1
frightening,adjective,-1
limited,adjective,-1
isolated,adjective,-1
passive-agressive,adjective,-1
thuggish,adjective,-1
cutesy,adjective,-1
untested,adjective,-1
unskilled,adjective,-1
unprofitable,adjective,-1
uproductive,adjective,-1
unlawful,adjective,-1
stunted,adjective,-1
sneaky,adjective,-1
slight,adjective,-1
skimpy,adjective,-1
short-lived,adjective,-1
oversimplified,adjective,-1
obsure,adjective,-1
murky,adjective,-1
needy,adjective,-1
imposing,adjective,-1
illicit,adjective,-1
fragmented,adjective,-1
extraneous,adjective,-1
errant,adjective,-1
curt,adjective,-1
complicated,adjective,-1
astray,adjective,-1
wily,adjective,-1
wayward,adjective,-1
unweildy,adjective,-1
unsophisticated,adjective,-1
unruly,adjective,-1
unqualified,adjective,-1
unfeeling,adjective,-1
unease,adjective,-1
undignified,adjective,-1
uncouth,adjective,-1
uncivil,adjective,-1
tawdry,adjective,-1
thorny,adjective,-1
stodgy,adjective,-1
skittish,adjective,-1
scared,adjective,-1
reticent,adjective,-1
rash,adjective,-1
prideful,adjective,-1
presumptuous,adjective,-1
plebian,adjective,-1
pessimistic,adjective,-1
peevish,adjective,-1
obtuse,adjective,-1
obstinate,adjective,-1
misbegotten,adjective,-1
macabre,adjective,-1
languid,adjective,-1
laconic,adjective,-1
lame-duck,adjective,-1
irritable,adjective,-1
insubstantial,adjective,-1
insecurity,adjective,-1
infirme,adjective,-1
ineloquent,adjective,-1
inelegant,adjective,-1
indolent,adjective,-1
incongruous,adjective,-1
inarticulate,adjective,-1
impure,adjective,-1
inprudent,adjective,-1
improper,adjective,-1
impractical,adjective,-1
imposition,adjective,-1
immodest,adjective,-1
immoderate,adjective,-1
illusory,adjective,-1
ill-mannered,adjective,-1
ill-favored,adjective,-1
hasty,adjective,-1
halfhearted,adjective,-1
grouchy,adjective,-1
heavyhearted,adjective,-1
gawky,adjective,-1
gauche,adjective,-1
foreboding,adjective,-1
fastidious,adjective,-1
erroneous,adjective,-1
erratic,adjective,-1
doubtful,adjective,-1
distracting,adjective,-1
discourteous,adjective,-1
disadvantageous,adjective,-1
devoid,adjective,-1
defunct,adjective,-1
counterproductive,adjective,-1
confusion,adjective,-1
careless,adjective,-1
brusque,adjective,-1
boastful,adjective,-1
aimless,adjective,-1
aloof,adjective,-1
gratuitous,adjective,-2
derogatory,adjective,-2
rain-soaked,adjective,-2
adverse,adjective,-2
alarming,adjective,-2
alien,adjective,-2
alleged,adjective,-2
amateurish,adjective,-2
amateurish-looking,adjective,-2
anxious,adjective,-2
apprehensive,adjective,-2
arbitrary,adjective,-2
awry,adjective,-2
black-market,adjective,-2
bland,adjective,-2
bleary-eyed,adjective,-2
bloody,adjective,-2
brash,adjective,-2
bulky,adjective,-2
chaotic,adjective,-2
chintzy,adjective,-2
chubby,adjective,-2
underwritten,adjective,-2
undone,adjective,-2
cheesy,adjective,-2
chunky,adjective,-2
clumsy,adjective,-2
clunky,adjective,-2
coarse,adjective,-2
cocky,adjective,-2
confusing,adjective,-2
congested,adjective,-2
convoluted,adjective,-2
cooked-on,adjective,-2
corny,adjective,-2
cost-cutting,adjective,-2
costly,adjective,-2
cotton-pickin,adjective,-2
cotton-picking,adjective,-2
creaky,adjective,-2
critical,adjective,-2
crumbling,adjective,-2
cumbersome,adjective,-2
cursory,adjective,-2
darn,adjective,-2
depressed,adjective,-2
derivative,adjective,-2
desperate,adjective,-2
deviant,adjective,-2
dire,adjective,-2
discriminating,adjective,-2
disjointed,adjective,-2
disorderly,adjective,-2
disorganized,adjective,-2
dissatisfied,adjective,-2
double-cross,adjective,-2
dubious,adjective,-2
dull,adjective,-2
emotionless,adjective,-2
empty,adjective,-2
evasive,adjective,-2
excessive,adjective,-2
fake,adjective,-2
fast-food,adjective,-2
featureless,adjective,-2
fed-up,adjective,-2
fierce,adjective,-2
filmy,adjective,-2
flaky,adjective,-2
flat,adjective,-2
flawed,adjective,-2
flimsy,adjective,-2
foolish,adjective,-2
freaky,adjective,-2
frustrated,adjective,-2
frustrating,adjective,-2
fugitive,adjective,-2
fussy,adjective,-2
futile,adjective,-2
fuzzy,adjective,-2
garden-variety,adjective,-2
geeky,adjective,-2
gimmicky,adjective,-2
gothic,adjective,-2
grave,adjective,-2
greasy,adjective,-2
greedy,adjective,-2
gritty,adjective,-2
gruff,adjective,-2
gruff-voiced,adjective,-2
grungy,adjective,-2
guilty,adjective,-2
hackneyed,adjective,-2
half-bad,adjective,-2
half-done,adjective,-2
hard-to-reach,adjective,-2
harsh,adjective,-2
haughty,adjective,-2
heavyish,adjective,-2
hectic,adjective,-2
heedless,adjective,-2
hefty,adjective,-2
hopeless,adjective,-2
hubristic,adjective,-2
humid,adjective,-2
hungry,adjective,-2
icy,adjective,-2
ill,adjective,-2
illegal,adjective,-2
ill-fated,adjective,-2
ill-fitting,adjective,-2
illogical,adjective,-2
ill-prepared,adjective,-2
ill-tempered,adjective,-2
immature,adjective,-2
imminent,adjective,-2
implausible,adjective,-2
inaccurate,adjective,-2
inadequate,adjective,-2
inaudible,adjective,-2
incessant,adjective,-2
incommunicative,adjective,-2
incompatible,adjective,-2
incomplete,adjective,-2
incorrect,adjective,-2
inefficient,adjective,-2
inept,adjective,-2
inescapable,adjective,-2
infamous,adjective,-2
infertile,adjective,-2
inflexible,adjective,-2
inoperable,adjective,-2
inoperative,adjective,-2
insecure,adjective,-2
intrusive,adjective,-2
ironic,adjective,-2
jealous,adjective,-2
juvenile,adjective,-2
lackadaisical,adjective,-2
lackluster,adjective,-2
lame,adjective,-2
languishing,adjective,-2
laughable,adjective,-2
lax,adjective,-2
lazy,adjective,-2
leaden,adjective,-2
less-than-desireable,adjective,-2
less-than-reliable,adjective,-2
less-than-substantial,adjective,-2
lilliputian,adjective,-2
lonely,adjective,-2
longish,adjective,-2
long-winded,adjective,-2
loony,adjective,-2
loopy,adjective,-2
lopsided,adjective,-2
loud,adjective,-2
luckewarm,adjective,-2
lukewarm,adjective,-2
lustful,adjective,-2
maddening,adjective,-2
maladjusted,adjective,-2
messy,adjective,-2
mindless,adjective,-2
mischievous,adjective,-2
misguided,adjective,-2
mish,adjective,-2
mish-mash,adjective,-2
mis-match,adjective,-2
mistaken,adjective,-2
monotone,adjective,-2
muddy,adjective,-2
mundane,adjective,-2
naive,adjective,-2
naked,adjective,-2
nameless,adjective,-2
negligent,adjective,-2
negligible,adjective,-2
nit-picky,adjective,-2
noisy,adjective,-2
non-adjustable,adjective,-2
non-calibrated,adjective,-2
non-communicative,adjective,-2
non-existant,adjective,-2
nonexistent,adjective,-2
non-existent,adjective,-2
no-no,adjective,-2
nonsensical,adjective,-2
nosy,adjective,-2
notchy,adjective,-2
not-quite-mediocre,adjective,-2
not-too-subtle,adjective,-2
numb,adjective,-2
obligatory,adjective,-2
obvious,adjective,-2
offended,adjective,-2
offensive,adjective,-2
one-note,adjective,-2
one-track,adjective,-2
ornery,adjective,-2
outdated,adjective,-2
over-done,adjective,-2
overdue,adjective,-2
over-engineered,adjective,-2
overgrown,adjective,-2
over-played,adjective,-2
over-powerful,adjective,-2
oversized,adjective,-2
over-spiritualized,adjective,-2
overweight,adjective,-2
overzealous,adjective,-2
paranoid,adjective,-2
peculiar,adjective,-2
pedestrian,adjective,-2
perplexed,adjective,-2
persistent,adjective,-2
picky,adjective,-2
pinched,adjective,-2
poor,adjective,-2
primitive,adjective,-2
punchy,adjective,-2
punk,adjective,-2
puritan,adjective,-2
put-off,adjective,-2
quite-boring,adjective,-2
regretful,adjective,-2
relentless,adjective,-2
righteous,adjective,-2
rip-off,adjective,-2
rip-offs,adjective,-2
risky,adjective,-2
robot-sounding,adjective,-2
rowdy,adjective,-2
rubbery,adjective,-2
run-down,adjective,-2
ruthless,adjective,-2
sad,adjective,-2
sappy,adjective,-2
second-skimmings,adjective,-2
secretive,adjective,-2
self-destructive,adjective,-2
self-indulgent,adjective,-2
self-inflicted,adjective,-2
self-righteous,adjective,-2
selling-out,adjective,-2
sell-out,adjective,-2
shabby,adjective,-2
shaky,adjective,-2
shady,adjective,-2
shallow,adjective,-2
sheepish,adjective,-2
shoeless,adjective,-2
skeptical,adjective,-2
sketchy,adjective,-2
slack,adjective,-2
sluggish,adjective,-2
smashed,adjective,-2
smashed-up,adjective,-2
soggy,adjective,-2
sore,adjective,-2
sour,adjective,-2
spastic,adjective,-2
spoon-fed,adjective,-2
spongy,adjective,-2
spotty,adjective,-2
sprawling,adjective,-2
squeaky,adjective,-2
squeamish,adjective,-2
stale,adjective,-2
stand-offish,adjective,-2
star-crossed,adjective,-2
strange,adjective,-2
strangely-shaped,adjective,-2
strenous,adjective,-2
strict,adjective,-2
stubby,adjective,-2
sub-average,adjective,-2
sub-par,adjective,-2
sub-plot,adjective,-2
surly,adjective,-2
suspicious,adjective,-2
sweltering,adjective,-2
temperamental,adjective,-2
tempermental,adjective,-2
tense,adjective,-2
tepid,adjective,-2
thankless,adjective,-2
thoughtless,adjective,-2
throw-back,adjective,-2
thugged-out,adjective,-2
tiresome,adjective,-2
troubled,adjective,-2
touchy,adjective,-2
tough,adjective,-2
touristy,adjective,-2
tumultuous,adjective,-2
unappealing,adjective,-2
unappropriate,adjective,-2
unattended,adjective,-2
unauthentic,adjective,-2
unavailable,adjective,-2
unbelievable,adjective,-2
uncaring,adjective,-2
uncomfortable,adjective,-2
uncontrollable,adjective,-2
unconvinced,adjective,-2
unconvincing,adjective,-2
uncreative,adjective,-2
unfair,adjective,-2
unfamiliar,adjective,-2
unfortunate,adjective,-2
unfriendly,adjective,-2
un-funny,adjective,-2
unfunny,adjective,-2
un-gentle,adjective,-2
unhurried,adjective,-2
unimaginative,adjective,-2
unimpressed,adjective,-2
unimpressive,adjective,-2
uninspired,adjective,-2
unintelligent,adjective,-2
unjust,adjective,-2
unkempt,adjective,-2
unmoving,adjective,-2
unnerving,adjective,-2
unoriginal,adjective,-2
unprepared,adjective,-2
unrefined,adjective,-2
unrelenting,adjective,-2
unremarkable,adjective,-2
unsavory,adjective,-2
un-satisfied,adjective,-2
unshaven,adjective,-2
unsuspecting,adjective,-2
untrue,adjective,-2
unwelcome,adjective,-2
unwilling,adjective,-2
unworthy,adjective,-2
vague,adjective,-2
violent,adjective,-2
vulnerable,adjective,-2
watered-down,adjective,-2
weak,adjective,-2
weirdish,adjective,-2
wooden,adjective,-2
woody,adjective,-2
wrong,adjective,-2
wrongful,adjective,-2
booted,adjective,-2
cheesy,adjective,-2
difficult,adjective,-2
generic,adjective,-2
inappropriate,adjective,-2
mediocre,adjective,-2
melodramatic,adjective,-2
predictable,adjective,-2
uninteresting,adjective,-2
sinful,adjective,-2
indulgent,adjective,-2
in-flight,adjective,-2
queasy,adjective,-2
ingenuous,adjective,-2
acute,adjective,-2
balky,adjective,-2
busted,adjective,-2
characterless,adjective,-2
commonplace,adjective,-2
conformist,adjective,-2
esoteric,adjective,-2
flat-footed,adjective,-2
half-naked,adjective,-2
high-sounding,adjective,-2
horny,adjective,-2
indifferent,adjective,-2
laden,adjective,-2
lubricious,adjective,-2
mere,adjective,-2
patriarchal,adjective,-2
pseudo,adjective,-2
second-rate,adjective,-2
stagy,adjective,-2
susceptible,adjective,-2
uneducated,adjective,-2
unwanted,adjective,-2
would-be,adjective,-2
unsettling,adjective,-2
promiscuous,adjective,-2
antipathetic,adjective,-2
self-defeating,adjective,-2
heartbreaking,adjective,-2
oafish,adjective,-2
vacuous,adjective,-2
indecipherable,adjective,-2
psychopathic,adjective,-2
incomprehensible,adjective,-2
ill-conceived,adjective,-2
sluttish,adjective,-2
heartless,adjective,-2
blander-than-bland,adjective,-2
one-sided,adjective,-2
hollow,adjective,-2
puritanical,adjective,-2
one-dimensional,adjective,-2
shamelessly,adjective,-2
frivolous,adjective,-2
cloying,adjective,-2
clueless,adjective,-2
frothy,adjective,-2
depressing,adjective,-2
catatonic,adjective,-2
sullen,adjective,-2
ineffective,adjective,-2
sociopathic,adjective,-2
morose,adjective,-2
berserk,adjective,-2
not_enough,adjective,-2
whiny,adjective,-2
struggling,adjective,-2
cramped,adjective,-2
spartan,adjective,-2
no-name,adjective,-2
daunting,adjective,-2
matronly,adjective,-2
meandering,adjective,-2
clichéd,adjective,-2
crude,adjective,-2
uptight,adjective,-2
unsupported,adjective,-2
unsatisfactory,adjective,-2
unsafe,adjective,-2
unfulfilled,adjective,-2
strained,adjective,-2
predatory,adjective,-2
powerless,adjective,-2
poisonous,adjective,-2
outmoded,adjective,-2
invasive,adjective,-2
intractible,adjective,-2
ineffectual,adjective,-2
imprecision,adjective,-2
impersonal,adjective,-2
hasty,adjective,-2
feeble,adjective,-2
dinky,adjective,-2
deformed,adjective,-2
alienated,adjective,-2
vain,adjective,-2
unwise,adjective,-2
untruthful,adjective,-2
untrustworthy,adjective,-2
untenable,adjective,-2
unsound,adjective,-2
unpopular,adjective,-2
unnerved,adjective,-2
ungrateful,adjective,-2
unfit,adjective,-2
unfaithful,adjective,-2
undesirable,adjective,-2
undependable,adjective,-2
uncivilized,adjective,-2
tiring,adjective,-2
spurious,adjective,-2
spiritless,adjective,-2
sobering,adjective,-2
smutty,adjective,-2
smug,adjective,-2
self-serving,adjective,-2
scummy,adjective,-2
reproachful,adjective,-2
reckless,adjective,-2
recalcitrant,adjective,-2
ramshackle,adjective,-2
quarrelsome,adjective,-2
prejudicial,adjective,-2
petty,adjective,-2
perturbed,adjective,-2
panicky,adjective,-2
paltry,adjective,-2
overworked,adjective,-2
overblown,adjective,-2
malcontent,adjective,-2
malcontented,adjective,-2
loveless,adjective,-2
licentious,adjective,-2
lewd,adjective,-2
lacking,adjective,-2
kaput,adjective,-2
juandiced,adjective,-2
irritated,adjective,-2
irresponsible,adjective,-2
irreconcilable,adjective,-2
insulted,adjective,-2
insincere,adjective,-2
inhospitable,adjective,-2
inexorable,adjective,-2
inequitable,adjective,-2
inefficacious,adjective,-2
impertinent,adjective,-2
impaired,adjective,-2
ill-treated,adjective,-2
harmful,adjective,-2
gullible,adjective,-2
grating,adjective,-2
glum,adjective,-2
frazzled,adjective,-2
fraught,adjective,-2
foolhardy,adjective,-2
feebleminded,adjective,-2
downcast,adjective,-2
divisive,adjective,-2
disturbed,adjective,-2
distrustful,adjective,-2
disruptive,adjective,-2
disloyal,adjective,-2
disparaging,adjective,-2
discriminatory,adjective,-2
discontent,adjective,-2
detrimental,adjective,-2
deprived,adjective,-2
dejected,adjective,-2
degrading,adjective,-2
degenerate,adjective,-2
cutthroat,adjective,-2
cross,adjective,-2
condescending,adjective,-2
coercive,adjective,-2
cheerless,adjective,-2
capricious,adjective,-2
byzantine,adjective,-2
burdensome,adjective,-2
bogus,adjective,-2
blameworthy,adjective,-2
bitter,adjective,-2
bewildering,adjective,-2
bewildered,adjective,-2
baseless,adjective,-2
barren,adjective,-2
autorcratic,adjective,-2
antagonistic,adjective,-2
annoyed,adjective,-2
aggrieved,adjective,-2
acrimonious,adjective,-2
acrid,adjective,-2
irrational ,adjective,-2
arrogant,adjective,-3
debilitating,adjective,-3
desolate,adjective,-3
snot-nosed,adjective,-3
wack,adjective,-3
wacked,adjective,-3
absurd,adjective,-3
afraid,adjective,-3
aggressive,adjective,-3
amenity-poor,adjective,-3
anemic,adjective,-3
angry,adjective,-3
anticlimatic,adjective,-3
anti-climatic,adjective,-3
ashamed,adjective,-3
awkward,adjective,-3
b-movie,adjective,-3
bad,adjective,-3
baked-on,adjective,-3
bizarre,adjective,-3
blatant,adjective,-3
bleak,adjective,-3
blind,adjective,-3
blinding,adjective,-3
bloated,adjective,-3
bored,adjective,-3
boring,adjective,-3
bothersome,adjective,-3
brainless,adjective,-3
brassy,adjective,-3
brazen,adjective,-3
brittle,adjective,-3
canned,adjective,-3
canned-tasting,adjective,-3
caustic,adjective,-3
cheeky,adjective,-3
childish,adjective,-3
chronic,adjective,-3
cliched,adjective,-3
contrived,adjective,-3
corrupt,adjective,-3
cover-ups,adjective,-3
cpu-intensive,adjective,-3
cpu-sapping,adjective,-3
cranky,adjective,-3
crass,adjective,-3
creepy,adjective,-3
cynical,adjective,-3
dangerous,adjective,-3
dead,adjective,-3
decrepit,adjective,-3
defective,adjective,-3
defiant,adjective,-3
deficient,adjective,-3
dense,adjective,-3
devious,adjective,-3
dilapidated,adjective,-3
dingy,adjective,-3
direct-to-video,adjective,-3
dirty,adjective,-3
disappointing,adjective,-3
disturbing,adjective,-3
dumb,adjective,-3
dysfunctional,adjective,-3
envious,adjective,-3
falls-off,adjective,-3
far-fetched,adjective,-3
fat,adjective,-3
faulty,adjective,-3
fearsome,adjective,-3
fever-wracked,adjective,-3
forgettable,adjective,-3
foul-mouthed,adjective,-3
fraudulent,adjective,-3
freeze-ups,adjective,-3
frigid,adjective,-3
fucked,adjective,-3
gaudy,adjective,-3
glazed-eyed,adjective,-3
gloomy,adjective,-3
god-knows-what,adjective,-3
grim,adjective,-3
grimy,adjective,-3
gross,adjective,-3
gross-out,adjective,-3
gutless,adjective,-3
half-assed,adjective,-3
half-drunk,adjective,-3
haphazard,adjective,-3
hap-hazard,adjective,-3
heavy-handed,adjective,-3
horror,adjective,-3
hushed,adjective,-3
hysteric,adjective,-3
ignorant,adjective,-3
ill-advised,adjective,-3
illegitimate,adjective,-3
impatient,adjective,-3
impotent,adjective,-3
impulsive,adjective,-3
incompetent,adjective,-3
inconvenient,adjective,-3
insane,adjective,-3
insurmountable,adjective,-3
in-your-face,adjective,-3
isolating,adjective,-3
jaded,adjective,-3
laborious,adjective,-3
line-up,adjective,-3
loud-mouth,adjective,-3
lowly,adjective,-3
mean-spirited,adjective,-3
melted-looking,adjective,-3
menacing,adjective,-3
mind-numbing,adjective,-3
misogynistic,adjective,-3
moldy,adjective,-3
money-hungry,adjective,-3
monotonous,adjective,-3
morbid,adjective,-3
neurotic,adjective,-3
non-functional,adjective,-3
non-functioning,adjective,-3
oblivious,adjective,-3
obnoxious,adjective,-3
ominous,adjective,-3
outlandish,adjective,-3
over-acting,adjective,-3
over-priced,adjective,-3
over-rated,adjective,-3
over-the-top,adjective,-3
overwrought,adjective,-3
painstaking,adjective,-3
parasitic,adjective,-3
plodding,adjective,-3
porky-looking,adjective,-3
preservative-laden,adjective,-3
pretentious,adjective,-3
pretty-boy,adjective,-3
problematic,adjective,-3
prohibitive,adjective,-3
rakish,adjective,-3
revengeful,adjective,-3
rickety,adjective,-3
ridiculous,adjective,-3
riff-raff,adjective,-3
rude,adjective,-3
rusted,adjective,-3
rust-prone,adjective,-3
rusty,adjective,-3
savage,adjective,-3
scary,adjective,-3
scheming,adjective,-3
schizophrenic,adjective,-3
seedy,adjective,-3
see-through,adjective,-3
self-hatred,adjective,-3
selfish,adjective,-3
self-mutilating,adjective,-3
senseless,adjective,-3
sex-and-booze-drenched,adjective,-3
shameful,adjective,-3
shameless,adjective,-3
sharp-cornered,adjective,-3
shoddy,adjective,-3
shrill,adjective,-3
sick,adjective,-3
sickly,adjective,-3
sinister,adjective,-3
skippable,adjective,-3
slavish,adjective,-3
sleazy,adjective,-3
sleepless,adjective,-3
slimy,adjective,-3
sloppy,adjective,-3
sorry,adjective,-3
spoiled,adjective,-3
stagnant,adjective,-3
stillborn,adjective,-3
stinky,adjective,-3
stubborn,adjective,-3
stuck-on,adjective,-3
stuffy,adjective,-3
subversive,adjective,-3
super-violent,adjective,-3
tacky,adjective,-3
tasteless,adjective,-3
tedious,adjective,-3
terminal,adjective,-3
terrifying,adjective,-3
tossable,adjective,-3
tragic,adjective,-3
trashy,adjective,-3
troublesome,adjective,-3
turbulent,adjective,-3
turgid,adjective,-3
two-faced,adjective,-3
ultra-conservative,adjective,-3
unattractive,adjective,-3
unbearable,adjective,-3
unclean,adjective,-3
unenjoyable,adjective,-3
unesthetic,adjective,-3
unethical,adjective,-3
unfavorable,adjective,-3
unforgiving,adjective,-3
unhappy,adjective,-3
unhealthy,adjective,-3
unhelpful,adjective,-3
unlikable,adjective,-3
unpleasant,adjective,-3
unsightly,adjective,-3
unwarranted,adjective,-3
unwatchable,adjective,-3
vindictive,adjective,-3
whiney,adjective,-3
whiny,adjective,-3
wishy-washy,adjective,-3
wobbly,adjective,-3
wrecked,adjective,-3
bitchy,adjective,-3
desultory,adjective,-3
low-grade,adjective,-3
trite,adjective,-3
vulgar,adjective,-3
dim-witted,adjective,-3
formulaic,adjective,-3
incendiary,adjective,-3
interminable,adjective,-3
mad,adjective,-3
